Date,Symbol,Buy_Price,Buy_Level
2019-03-27 00:00:00-04:00,XLG,18.904417942013488,1.0000000000000009%
2019-05-01 00:00:00-04:00,XLG,19.91648558315029,1.0000000000000009%
2019-05-07 00:00:00-04:00,XLG,19.571974490247023,1.0000000000000009%
2019-05-10 00:00:00-04:00,XLG,19.218120865792553,1.0000000000000009%
2019-06-03 00:00:00-04:00,XLG,18.424524687003338,1.0000000000000009%
2019-06-25 00:00:00-04:00,XLG,19.828261819782213,1.0000000000000009%
2019-07-19 00:00:00-04:00,XLG,20.27174541439585,1.0000000000000009%
2019-07-31 00:00:00-04:00,XLG,20.29518505420035,1.0000000000000009%
2019-08-01 00:00:00-04:00,XLG,20.040161587012303,1.0000000000000009%
2019-08-02 00:00:00-04:00,XLG,19.780450792133983,1.0000000000000009%
2019-08-05 00:00:00-04:00,XLG,19.330404035890908,1.0000000000000009%
2019-08-05 00:00:00-04:00,XLG,19.135147429467768,2.0000000000000018%
2019-08-09 00:00:00-04:00,XLG,19.650120648042957,1.0000000000000009%
2019-08-14 00:00:00-04:00,XLG,19.401659337811775,1.0000000000000009%
2019-08-23 00:00:00-04:00,XLG,19.583553316933024,1.0000000000000009%
2019-08-23 00:00:00-04:00,XLG,19.385739647065016,2.0000000000000018%
2019-08-27 00:00:00-04:00,XLG,19.503857227984728,1.0000000000000009%
2019-09-20 00:00:00-04:00,XLG,20.271746840449353,1.0000000000000009%
2019-09-24 00:00:00-04:00,XLG,20.175581584949896,1.0000000000000009%
2019-09-27 00:00:00-04:00,XLG,20.01267020303955,1.0000000000000009%
2019-10-01 00:00:00-04:00,XLG,20.10024571973401,1.0000000000000009%
2019-10-02 00:00:00-04:00,XLG,19.688732981696845,1.0000000000000009%
2020-01-03 00:00:00-05:00,XLG,22.116383206146544,1.0000000000000009%
2020-01-03 00:00:00-05:00,XLG,21.892985395983448,2.0000000000000018%
2020-01-03 00:00:00-05:00,XLG,21.669587585820352,3.0000000000000027%
2020-01-24 00:00:00-05:00,XLG,22.956838481253452,1.0000000000000009%
2020-01-31 00:00:00-05:00,XLG,22.73939984954286,1.0000000000000009%
2020-02-20 00:00:00-05:00,XLG,23.45127321641931,1.0000000000000009%
2020-02-21 00:00:00-05:00,XLG,23.27921583983858,1.0000000000000009%
2020-02-25 00:00:00-05:00,XLG,22.385821378328632,1.0000000000000009%
2020-02-25 00:00:00-05:00,XLG,22.159701970466728,2.0000000000000018%
2020-02-25 00:00:00-05:00,XLG,21.93358256260482,3.0000000000000027%
2020-02-27 00:00:00-05:00,XLG,21.088752268985083,1.0000000000000009%
2020-02-27 00:00:00-05:00,XLG,20.875734569298366,2.0000000000000018%
2020-03-02 00:00:00-05:00,XLG,20.765426392239213,1.0000000000000009%
2020-03-03 00:00:00-05:00,XLG,21.649364800853178,1.0000000000000009%
2020-03-03 00:00:00-05:00,XLG,21.430684348319307,2.0000000000000018%
2020-03-03 00:00:00-05:00,XLG,21.212003895785436,3.0000000000000027%
2020-03-03 00:00:00-05:00,XLG,20.993323443251565,4.0000000000000036%
2020-03-04 00:00:00-05:00,XLG,21.321315654147178,1.0000000000000009%
2020-03-05 00:00:00-05:00,XLG,21.21543502998285,1.0000000000000009%
2020-03-09 00:00:00-04:00,XLG,19.28589502863326,1.0000000000000009%
2020-03-09 00:00:00-04:00,XLG,19.091088008142016,2.0000000000000018%
2020-03-09 00:00:00-04:00,XLG,18.89628098765077,3.0000000000000027%
2020-03-09 00:00:00-04:00,XLG,18.701473967159526,4.0000000000000036%
2020-03-09 00:00:00-04:00,XLG,18.50666694666828,5.000000000000004%
2020-03-10 00:00:00-04:00,XLG,19.993989549767814,1.0000000000000009%
2020-03-10 00:00:00-04:00,XLG,19.79203005936612,2.0000000000000018%
