Date_add,Weekday,Symbol,Strategy,Buy_Price,Buy_Level,Shares Purchased,Dollars Invested,Cumulative Shares,Cumulative Invested,Cumulative Value,Close,Previous_Close,Low
"2025-04-15","Monday","TQQQ","Buy_on_Dip",48.1615,"3%",1,48.1615,177,11931.4499,7993.954,45.1636,49.651,43.03952630317154
"2025-04-15","Monday","TQQQ","Buy_on_Dip",47.665,"4%",1,47.665,178,11979.1149,8039.1176,45.1636,49.651,43.03952630317154
"2025-04-15","Monday","TQQQ","Buy_on_Dip",47.1685,"5%",1,47.1685,179,12026.2834,8084.2812,45.1636,49.651,43.03952630317154
"2025-04-16","Tuesday","TQQQ","Buy_on_Dip",44.7119,"1%",1,44.7119,180,12070.9953,8106.1105,45.0339,45.1636,44.226206534132224
"2025-04-16","Tuesday","TQQQ","Buy_on_Dip",44.2603,"2%",1,44.2603,181,12115.2556,8151.1444,45.0339,45.1636,44.226206534132224
"2025-04-20","Saturday","TQQQ","Buy_on_Dip",44.5836,"1%",1,44.5836,182,12159.8392,7597.2545,41.7432,45.0339,40.12767941807631
"2025-04-20","Saturday","TQQQ","Buy_on_Dip",44.1333,"2%",1,44.1333,183,12203.9725,7638.9976,41.7432,45.0339,40.12767941807631
"2025-04-20","Saturday","TQQQ","Buy_on_Dip",43.6829,"3%",1,43.6829,184,12247.6554,7680.7408,41.7432,45.0339,40.12767941807631
"2025-04-20","Saturday","TQQQ","Buy_on_Dip",43.2326,"4%",1,43.2326,185,12290.888,7722.4839,41.7432,45.0339,40.12767941807631
"2025-04-20","Saturday","TQQQ","Buy_on_Dip",42.7822,"5%",1,42.7822,186,12333.6703,7764.2271,41.7432,45.0339,40.12767941807631
"2025-04-24","Wednesday","TQQQ","Buy_on_Dip",51.4745,"1%",1,51.4745,187,12385.1448,10043.7071,53.7097,51.9945,51.33630552274387
"2025-04-27","Saturday","TQQQ","Buy_on_Dip",53.1726,"1%",1,53.1726,188,12438.3174,10089.9173,53.6698,53.7097,51.49585778400508
"2025-04-27","Saturday","TQQQ","Buy_on_Dip",52.6355,"2%",1,52.6355,189,12490.9528,10143.5871,53.6698,53.7097,51.49585778400508
"2025-04-27","Saturday","TQQQ","Buy_on_Dip",52.0984,"3%",1,52.0984,190,12543.0512,10197.2569,53.6698,53.7097,51.49585778400508
"2025-04-27","Saturday","TQQQ","Buy_on_Dip",51.5613,"4%",1,51.5613,191,12594.6125,10250.9267,53.6698,53.7097,51.49585778400508
"2025-04-28","Sunday","TQQQ","Buy_on_Dip",53.1331,"1%",1,53.1331,192,12647.7456,10505.6338,54.7168,53.6698,52.68253970716754
"2025-04-29","Monday","TQQQ","Buy_on_Dip",54.1697,"1%",1,54.1697,193,12701.9152,10562.2752,54.7268,54.7168,50.17954124942697
"2025-04-29","Monday","TQQQ","Buy_on_Dip",53.6225,"2%",1,53.6225,194,12755.5377,10617.002,54.7268,54.7168,50.17954124942697
"2025-04-29","Monday","TQQQ","Buy_on_Dip",53.0753,"3%",1,53.0753,195,12808.6131,10671.7288,54.7268,54.7168,50.17954124942697
"2025-04-29","Monday","TQQQ","Buy_on_Dip",52.5282,"4%",1,52.5282,196,12861.1412,10726.4556,54.7268,54.7168,50.17954124942697
"2025-04-29","Monday","TQQQ","Buy_on_Dip",51.981,"5%",1,51.981,197,12913.1222,10781.1824,54.7268,54.7168,50.17954124942697
"2025-05-04","Saturday","TQQQ","Buy_on_Dip",58.6715,"1%",1,58.6715,198,12971.7937,11530.9244,58.237,59.2641,57.538945004177116
"2025-05-04","Saturday","TQQQ","Buy_on_Dip",58.0788,"2%",1,58.0788,199,13029.8726,11589.1614,58.237,59.2641,57.538945004177116
"2025-05-05","Sunday","TQQQ","Buy_on_Dip",57.6546,"1%",1,57.6546,200,13087.5272,11316.3246,56.5816,58.237,55.41488692512014
"2025-05-05","Sunday","TQQQ","Buy_on_Dip",57.0723,"2%",1,57.0723,201,13144.5994,11372.9062,56.5816,58.237,55.41488692512014
"2025-05-05","Sunday","TQQQ","Buy_on_Dip",56.4899,"3%",1,56.4899,202,13201.0893,11429.4879,56.5816,58.237,55.41488692512014
"2025-05-05","Sunday","TQQQ","Buy_on_Dip",55.9075,"4%",1,55.9075,203,13256.9968,11486.0695,56.5816,58.237,55.41488692512014
"2025-05-06","Monday","TQQQ","Buy_on_Dip",56.0158,"1%",1,56.0158,204,13313.0126,11676.9152,57.2398,56.5816,54.936226978707424
"2025-05-06","Monday","TQQQ","Buy_on_Dip",55.45,"2%",1,55.45,205,13368.4626,11734.155,57.2398,56.5816,54.936226978707424
"2025-05-08","Wednesday","TQQQ","Buy_on_Dip",58.3556,"1%",1,58.3556,206,13426.8182,12113.9126,58.8054,58.945,58.16718786090467
"2025-05-14","Tuesday","TQQQ","Buy_on_Dip",69.462,"1%",1,69.462,207,13496.2801,14569.2801,70.383,70.1636,68.73759964156763
"2025-05-14","Tuesday","TQQQ","Buy_on_Dip",68.7603,"2%",1,68.7603,208,13565.0405,14639.6631,70.383,70.1636,68.73759964156763
"2025-05-15","Wednesday","TQQQ","Buy_on_Dip",69.6792,"1%",1,69.6792,209,13634.7196,14891.3664,71.2506,70.383,69.45558589162174
"2025-05-18","Saturday","TQQQ","Buy_on_Dip",70.5381,"1%",1,70.5381,210,13705.2577,15002.4069,71.44,71.2506,68.23899384191576
"2025-05-18","Saturday","TQQQ","Buy_on_Dip",69.8255,"2%",1,69.8255,211,13775.0832,15073.847,71.44,71.2506,68.23899384191576
"2025-05-18","Saturday","TQQQ","Buy_on_Dip",69.113,"3%",1,69.113,212,13844.1963,15145.287,71.44,71.2506,68.23899384191576
"2025-05-18","Saturday","TQQQ","Buy_on_Dip",68.4005,"4%",1,68.4005,213,13912.5968,15216.727,71.44,71.2506,68.23899384191576
"2025-05-19","Sunday","TQQQ","Buy_on_Dip",70.7256,"1%",1,70.7256,214,13983.3224,15128.1144,70.6921,71.44,69.20628459551345
"2025-05-19","Sunday","TQQQ","Buy_on_Dip",70.0112,"2%",1,70.0112,215,14053.3337,15198.8065,70.6921,71.44,69.20628459551345
"2025-05-19","Sunday","TQQQ","Buy_on_Dip",69.2968,"3%",1,69.2968,216,14122.6305,15269.4987,70.6921,71.44,69.20628459551345
"2025-05-20","Monday","TQQQ","Buy_on_Dip",69.9852,"1%",1,69.9852,217,14192.6157,14701.8295,67.7504,70.6921,66.99248541611244
"2025-05-20","Monday","TQQQ","Buy_on_Dip",69.2783,"2%",1,69.2783,218,14261.894,14769.5798,67.7504,70.6921,66.99248541611244
"2025-05-20","Monday","TQQQ","Buy_on_Dip",68.5714,"3%",1,68.5714,219,14330.4654,14837.3302,67.7504,70.6921,66.99248541611244
"2025-05-20","Monday","TQQQ","Buy_on_Dip",67.8644,"4%",1,67.8644,220,14398.3298,14905.0806,67.7504,70.6921,66.99248541611244
"2025-05-20","Monday","TQQQ","Buy_on_Dip",67.1575,"5%",1,67.1575,221,14465.4873,14972.8309,67.7504,70.6921,66.99248541611244
"2025-05-22","Wednesday","TQQQ","Buy_on_Dip",67.4184,"1%",1,67.4184,222,14532.9057,14681.9434,66.1349,68.0994,64.67895629040136
"2025-05-22","Wednesday","TQQQ","Buy_on_Dip",66.7374,"2%",1,66.7374,223,14599.6431,14748.0783,66.1349,68.0994,64.67895629040136
"2025-05-22","Wednesday","TQQQ","Buy_on_Dip",66.0564,"3%",1,66.0564,224,14665.6995,14814.2131,66.1349,68.0994,64.67895629040136
"2025-05-22","Wednesday","TQQQ","Buy_on_Dip",65.3754,"4%",1,65.3754,225,14731.0749,14880.348,66.1349,68.0994,64.67895629040136
"2025-05-22","Wednesday","TQQQ","Buy_on_Dip",64.6944,"5%",1,64.6944,226,14795.7693,14946.4829,66.1349,68.0994,64.67895629040136
"2025-05-27","Monday","TQQQ","Buy_on_Dip",70.0346,"1%",1,70.0346,227,14865.8039,15852.4374,69.8345,70.742,69.58522387980656
"2025-05-29","Wednesday","TQQQ","Buy_on_Dip",69.4718,"1%",1,69.4718,228,14935.2757,15915.4514,69.8046,70.1736,66.85287427374195
"2025-05-29","Wednesday","TQQQ","Buy_on_Dip",68.7701,"2%",1,68.7701,229,15004.0458,15985.256,69.8046,70.1736,66.85287427374195
"2025-05-29","Wednesday","TQQQ","Buy_on_Dip",68.0684,"3%",1,68.0684,230,15072.1142,16055.0606,69.8046,70.1736,66.85287427374195
"2025-05-29","Wednesday","TQQQ","Buy_on_Dip",67.3666,"4%",1,67.3666,231,15139.4808,16124.8652,69.8046,70.1736,66.85287427374195
"2025-06-01","Saturday","TQQQ","Buy_on_Dip",69.1066,"1%",1,69.1066,232,15208.5874,16567.1474,71.4101,69.8046,68.49827042354462
"2025-06-04","Tuesday","TQQQ","Buy_on_Dip",72.9272,"1%",1,72.9272,233,15281.5146,16764.0258,71.9486,73.6638,71.10098253481404
"2025-06-04","Tuesday","TQQQ","Buy_on_Dip",72.1905,"2%",1,72.1905,234,15353.7051,16835.9744,71.9486,73.6638,71.10098253481404
"2025-06-04","Tuesday","TQQQ","Buy_on_Dip",71.4539,"3%",1,71.4539,235,15425.159,16907.923,71.9486,73.6638,71.10098253481404
"2025-06-09","Sunday","TQQQ","Buy_on_Dip",73.5886,"1%",1,73.5886,236,15498.7476,17881.2295,75.7679,74.3319,73.55411688507219
"2025-06-10","Monday","TQQQ","Buy_on_Dip",75.0102,"1%",1,75.0102,237,15573.7579,17772.6512,74.9901,75.7679,74.01282917423917
"2025-06-10","Monday","TQQQ","Buy_on_Dip",74.2526,"2%",1,74.2526,238,15648.0104,17847.6413,74.9901,75.7679,74.01282917423917
"2025-06-12","Wednesday","TQQQ","Buy_on_Dip",74.7239,"1%",1,74.7239,239,15722.7344,17357.7834,72.6267,75.4787,72.06826695780316
"2025-06-12","Wednesday","TQQQ","Buy_on_Dip",73.9692,"2%",1,73.9692,240,15796.7035,17430.4102,72.6267,75.4787,72.06826695780316
"2025-06-12","Wednesday","TQQQ","Buy_on_Dip",73.2144,"3%",1,73.2144,241,15869.9179,17503.0369,72.6267,75.4787,72.06826695780316
"2025-06-12","Wednesday","TQQQ","Buy_on_Dip",72.4596,"4%",1,72.4596,242,15942.3775,17575.6636,72.6267,75.4787,72.06826695780316
"2025-06-16","Sunday","TQQQ","Buy_on_Dip",74.8325,"1%",1,74.8325,243,16017.21,17825.1842,73.3547,75.5884,72.87601176033664
"2025-06-16","Sunday","TQQQ","Buy_on_Dip",74.0767,"2%",1,74.0767,244,16091.2867,17898.5389,73.3547,75.5884,72.87601176033664
"2025-06-16","Sunday","TQQQ","Buy_on_Dip",73.3208,"3%",1,73.3208,245,16164.6074,17971.8936,73.3547,75.5884,72.87601176033664
"2025-06-19","Wednesday","TQQQ","Buy_on_Dip",72.5224,"1%",1,72.5224,246,16237.1298,17772.9501,72.2478,73.255,71.51980652398477
"2025-06-19","Wednesday","TQQQ","Buy_on_Dip",71.7899,"2%",1,71.7899,247,16308.9197,17845.1979,72.2478,73.255,71.51980652398477
"2025-06-22","Saturday","TQQQ","Buy_on_Dip",71.5253,"1%",1,71.5253,248,16380.445,18473.8884,74.4915,72.2478,71.22064233193153
"2025-06-30","Sunday","TQQQ","Buy_on_Dip",82.17,"1%",1,82.17,249,16462.615,20141.6098,80.89,83,79.80999755859375
"2025-06-30","Sunday","TQQQ","Buy_on_Dip",81.34,"2%",1,81.34,250,16543.955,20222.4998,80.89,83,79.80999755859375
"2025-06-30","Sunday","TQQQ","Buy_on_Dip",80.51,"3%",1,80.51,251,16624.465,20303.3898,80.89,83,79.80999755859375
"2025-07-06","Saturday","TQQQ","Buy_on_Dip",83.9619,"1%",1,83.9619,252,16708.4269,20895.8395,82.92,84.81,81.80000305175781
"2025-07-06","Saturday","TQQQ","Buy_on_Dip",83.1138,"2%",1,83.1138,253,16791.5407,20978.7595,82.92,84.81,81.80000305175781
"2025-07-06","Saturday","TQQQ","Buy_on_Dip",82.2657,"3%",1,82.2657,254,16873.8064,21061.6795,82.92,84.81,81.80000305175781
"2025-07-09","Tuesday","TQQQ","Buy_on_Dip",83.9025,"1%",1,83.9025,255,16957.7089,21511.8002,84.36,84.75,83.13999938964844
"2025-07-10","Wednesday","TQQQ","Buy_on_Dip",83.5164,"1%",1,83.5164,256,17041.2253,21432.3203,83.72,84.36,82.75
"2025-07-13","Saturday","TQQQ","Buy_on_Dip",82.8828,"1%",1,82.8828,257,17124.1081,21744.7702,84.61,83.72,82.55000305175781
"2025-07-15","Monday","TQQQ","Buy_on_Dip",83.9817,"1%",1,83.9817,258,17208.0898,21948.0599,85.07,84.83,82.44000244140625
"2025-07-15","Monday","TQQQ","Buy_on_Dip",83.1334,"2%",1,83.1334,259,17291.2232,22033.1299,85.07,84.83,82.44000244140625
"2025-07-21","Sunday","TQQQ","Buy_on_Dip",87.1893,"1%",1,87.1893,260,17378.4125,22541.9992,86.7,88.07,85.47000122070312
"2025-07-21","Sunday","TQQQ","Buy_on_Dip",86.3086,"2%",1,86.3086,261,17464.7211,22628.6992,86.7,88.07,85.47000122070312
"2025-07-29","Monday","TQQQ","Buy_on_Dip",88.4862,"1%",1,88.4862,262,17553.2073,23498.7806,89.69,89.38,88.26000213623047
"2025-07-30","Tuesday","TQQQ","Buy_on_Dip",88.7931,"1%",1,88.7931,263,17642.0004,23199.2298,88.21,89.69,87.66000366210938
"2025-07-30","Tuesday","TQQQ","Buy_on_Dip",87.8962,"2%",1,87.8962,264,17729.8966,23287.4398,88.21,89.69,87.66000366210938
"2025-07-31","Wednesday","TQQQ","Buy_on_Dip",87.3279,"1%",1,87.3279,265,17817.2245,21973.7995,82.92,88.21,81.86000061035156
"2025-07-31","Wednesday","TQQQ","Buy_on_Dip",86.4458,"2%",1,86.4458,266,17903.6703,22056.7195,82.92,88.21,81.86000061035156
"2025-07-31","Wednesday","TQQQ","Buy_on_Dip",85.5637,"3%",1,85.5637,267,17989.234,22139.6395,82.92,88.21,81.86000061035156
"2025-07-31","Wednesday","TQQQ","Buy_on_Dip",84.6816,"4%",1,84.6816,268,18073.9156,22222.5595,82.92,88.21,81.86000061035156
"2025-07-31","Wednesday","TQQQ","Buy_on_Dip",83.7995,"5%",1,83.7995,269,18157.7151,22305.4795,82.92,88.21,81.86000061035156
"2025-08-04","Sunday","TQQQ","Buy_on_Dip",86.5854,"1%",1,86.5854,270,18244.3005,23122.7998,85.64,87.46,85.41999816894531
"2025-08-04","Sunday","TQQQ","Buy_on_Dip",85.7108,"2%",1,85.7108,271,18330.0113,23208.4398,85.64,87.46,85.41999816894531
"2025-08-06","Tuesday","TQQQ","Buy_on_Dip",87.9516,"1%",1,87.9516,272,18417.9629,24409.2794,89.74,88.84,87.81999969482422
"2025-08-10","Saturday","TQQQ","Buy_on_Dip",91.2384,"1%",1,91.2384,273,18509.2013,24938.5496,91.35,92.16,90.72000122070312
"2025-08-13","Tuesday","TQQQ","Buy_on_Dip",93.9114,"1%",1,93.9114,274,18603.1127,25920.3996,94.6,94.86,93.63999938964844
"2025-08-14","Wednesday","TQQQ","Buy_on_Dip",93.654,"1%",1,93.654,275,18696.7667,25646.5006,93.26,94.6,92.41999816894531
"2025-08-14","Wednesday","TQQQ","Buy_on_Dip",92.708,"2%",1,92.708,276,18789.4747,25739.7606,93.26,94.6,92.41999816894531
"2025-08-17","Saturday","TQQQ","Buy_on_Dip",92.3274,"1%",1,92.3274,277,18881.8021,25799.7798,93.14,93.26,92.2300033569336
"2025-08-18","Sunday","TQQQ","Buy_on_Dip",92.2086,"1%",1,92.2086,278,18974.0107,24836.519,89.34,93.14,88.81999969482422
"2025-08-18","Sunday","TQQQ","Buy_on_Dip",91.2772,"2%",1,91.2772,279,19065.2879,24925.859,89.34,93.14,88.81999969482422
"2025-08-18","Sunday","TQQQ","Buy_on_Dip",90.3458,"3%",1,90.3458,280,19155.6337,25015.199,89.34,93.14,88.81999969482422
"2025-08-18","Sunday","TQQQ","Buy_on_Dip",89.4144,"4%",1,89.4144,281,19245.0481,25104.539,89.34,93.14,88.81999969482422
"2025-08-19","Monday","TQQQ","Buy_on_Dip",88.4466,"1%",1,88.4466,282,19333.4947,24734.2197,87.71,89.34,84.37999725341797
"2025-08-19","Monday","TQQQ","Buy_on_Dip",87.5532,"2%",1,87.5532,283,19421.0479,24821.9297,87.71,89.34,84.37999725341797
"2025-08-19","Monday","TQQQ","Buy_on_Dip",86.6598,"3%",1,86.6598,284,19507.7077,24909.6397,87.71,89.34,84.37999725341797
"2025-08-19","Monday","TQQQ","Buy_on_Dip",85.7664,"4%",1,85.7664,285,19593.474,24997.3497,87.71,89.34,84.37999725341797
"2025-08-19","Monday","TQQQ","Buy_on_Dip",84.873,"5%",1,84.873,286,19678.347,25085.0597,87.71,89.34,84.37999725341797
"2025-08-20","Tuesday","TQQQ","Buy_on_Dip",86.8329,"1%",1,86.8329,287,19765.1799,24822.6294,86.49,87.71,85.38999938964844
"2025-08-20","Tuesday","TQQQ","Buy_on_Dip",85.9558,"2%",1,85.9558,288,19851.1357,24909.1194,86.49,87.71,85.38999938964844
"2025-08-24","Saturday","TQQQ","Buy_on_Dip",89.4762,"1%",1,89.4762,289,19940.6119,25891.5089,89.59,90.38,89.02999877929688
"2025-08-26","Monday","TQQQ","Buy_on_Dip",89.7237,"1%",1,89.7237,290,20030.3356,26401.6003,91.04,90.63,89.54000091552734
"2025-08-28","Wednesday","TQQQ","Buy_on_Dip",91.773,"1%",1,91.773,291,20122.1086,26003.7602,89.36,92.7,88.48999786376953
"2025-08-28","Wednesday","TQQQ","Buy_on_Dip",90.846,"2%",1,90.846,292,20212.9546,26093.1202,89.36,92.7,88.48999786376953
"2025-08-28","Wednesday","TQQQ","Buy_on_Dip",89.919,"3%",1,89.919,293,20302.8736,26182.4802,89.36,92.7,88.48999786376953
"2025-08-28","Wednesday","TQQQ","Buy_on_Dip",88.992,"4%",1,88.992,294,20391.8656,26271.8402,89.36,92.7,88.48999786376953
